curves|label
{2*x^4+2*x^3*y+x^3*z+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.c_g_h
{y^2=2*x^8+2*x^7+x^5+x^3+x^2+2*x+1,y^2=x^8+2*x^7+2*x^5+x^4+2*x^3+2*x+1,y^2=x^8+2*x^7+2*x^5+2*x^3+x^2+x,y^2=x^8+x^7+x^4+2*x^3+x+1,y^2=x^7+2*x^6+x^5+2*x^3+2*x^2+2*x,2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^3*y+x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^3*y+2*x^3*z+2*x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+x^3*z+x^2*y^2+x*y^3+x*z^3+y^2*z^2=0,x^3*y+x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.c_g_i
{2*x^4+x^2*y*z+x*z^3+y^4=0,x^3*y+x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^3*z+x^2*y^2+2*x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,x^4+x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.c_g_j
{x^4+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_g_k
{2*x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^3*y+x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.c_g_l
{y^2=x^8+2*x^6+x^4+2*x^3+x^2+1,2*x^3*y+2*x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.c_h_l
{y^2=2*x^7+x^5+2*x^4+2*x^3+2*x^2+1,y^2=x^8+2*x^7+x^4+2*x,x^3*y+x^3*z+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^3*y+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.c_g_m
{y^2=x^8+x^4+2,2*x^4+2*x^3*y+x^3*z+2*x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*z+2*x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^3*y+x^3*z+2*x^2*y^2+2*x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.c_h_i
{x^4+2*x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,x^3*y+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.c_h_j
{y^2=x^8+2*x^7+x^6+x^5+2*x^4+2*x^3+x^2+x+2}|3.3.c_h_k
{y^2=x^8+x^6+2,y^2=x^8+2*x^7+2*x^6+x^5+x^4+x^3+x^2+x+1,x^4+x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^4=0}|3.3.c_h_m
{2*x^4+x^3*z+2*x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^4+2*x^3*y+x^3*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_i_k
{2*x^3*z+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.c_i_l
{y^2=x^8+2*x^7+x^6+2*x^5+2*x^4+1}|3.3.d_e_e
{y^2=x^7+2*x^6+2*x^5+x^3+x^2+2*x+1}|3.3.d_d_b
{y^2=x^8+2*x^7+x^6+2*x^3+2*x^2+1}|3.3.d_d_c
{y^2=x^8+2*x^6+2*x^3+x^2+1}|3.3.d_e_g
{y^2=x^8+x^6+x^5+2*x^4+x^3+2*x+1}|3.3.d_f_f
{y^2=x^8+2*x^7+2*x^6+x^5+2*x^4+2*x^3+2*x^2+2*x+1,2*x^3*y+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0}|3.3.d_f_g
{y^2=x^8+2*x^6+x^5+x^4+2*x^3+2*x+1,y^2=x^7+2*x^5+2*x^4+x^2+1,x^4+x^3*z+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_f_h
{y^2=x^8+2*x^7+x^5+x^4+2*x^2+2*x+1}|3.3.d_f_i
{y^2=x^8+2*x^7+x^6+2*x^2+x,y^2=x^8+x^7+x^5+2*x^3+x+1,2*x^4+x^2*y^2+x^2*y*z+x*z^3+y^3*z=0,x^4+2*x^2*y^2+2*x^2*y*z+x^2*z^2+x*z^3+y^3*z=0}|3.3.d_f_j
{2*x^3*y+2*x^3*z+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_g_i
{2*x^4+2*x^3*z+x*z^3+y^4=0,x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_g_j
{y^2=x^7+x^4+2*x^3+2*x^2+1,2*x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.d_g_k
{2*x^4+2*x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*y+x^3*z+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.d_g_l
{y^2=x^8+2*x^7+x,x^4+2*x^3*y+x^2*y^2+x*z^3+y^3*z=0}|3.3.d_g_m
{x^4+x^3*y+2*x^3*z+x^2*y*z+2*x^2*z^2+x*y^2*z+x*z^3+y^4=0}|3.3.d_g_n
{x^4+x^3*z+2*x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_h_k
{y^2=x^7+2*x^5+2*x^4+2*x^3+x^2+x+1,x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_h_p
{y^2=x^8+2*x^7+2*x^4+x^2+1,y^2=x^8+2*x^7+x^6+2*x^5+x^3+2*x^2+2*x+1,x^4+x^3*y+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.d_h_l
{y^2=x^8+2*x^5+x,2*x^3*y+2*x^3*z+x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.d_h_m
{y^2=x^7+x^5+x^4+x^3+2*x^2+1,y^2=2*x^7+x^5+2*x^3+x+1,x^3*y+x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^3*y+2*x^3*z+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^3*y+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.d_h_n
{y^2=x^8+2*x^7+2*x^6+2*x^5+x^3+x^2+x,y^2=x^8+x^7+2*x^6+2*x^5+x^4+2*x^3+x,x^3*y+x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.d_h_o
{y^2=x^8+x^7+x^3+2*x+1}|3.3.d_h_q
{x^4+x^3*y+x^3*z+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_i_n
{y^2=x^8+x^7+2*x^6+x^5+2*x^4+2*x^2+1,x^3*y+2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_i_o
{2*x^3*y+2*x^3*z+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+x^2*y*z+x*z^3+y^3*z=0,2*x^3*z+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_i_p
{y^2=x^8+x^4+x^3+2*x^2+2*x,2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_i_q
{2*x^4+x^3*z+x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_i_r
{y^2=x^8+x^7+2*x^6+x^5+2*x^4+2*x^2+2*x+1,x^3*y+x^2*y^2+x*z^3+y^3*z=0,x^3*y+x^3*z+2*x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.d_j_p
{x^3*y+2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,x^4+x^3*y+x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.d_j_q
{y^2=x^8+2*x^7+2*x^6+x^5+2*x^4+2*x^2+2*x+1,x^3*y+x^3*z+x^2*y^2+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.d_j_r
{x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.d_k_r
{y^2=x^8+2*x^6+x^4+2*x^3+2*x^2+x+1}|3.3.e_h_k
{y^2=x^8+x^7+x^6+2*x^5+2*x^3+x^2+x+1}|3.3.e_i_m
{2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.e_j_p
{y^2=x^8+2*x^7+2*x^6+2*x^5+x^3+x+1,x^3*z+2*x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.e_k_u
{y^2=x^8+2*x^7+x^6+x^5+x^2+1,y^2=x^8+x^6+x^4+1,y^2=x^8+2*x^7+x^3+2*x^2+1,2*x^3*y+x^3*z+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.e_j_q
{y^2=x^8+x^7+2*x^6+x^5+2*x^4+2*x^3+x^2+2*x+1}|3.3.e_j_r
{y^2=x^8+2*x^7+2*x^6+x^4+2*x^2+x+1,2*x^4+2*x^3*z+x^2*y^2+2*x^2*y*z+x*z^3+y^3*z=0}|3.3.e_k_s
{2*x^3*y+2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,2*x^3*z+x^2*y^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.e_k_t
{2*x^3*y+2*x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0}|3.3.e_k_v
{y^2=x^8+2*x^7+2*x^4+x+1,2*x^4+x^3*z+x*y^2*z+x*z^3+y^4=0,x^4+x^2*z^2+x*z^3+2*y^4+y^2*z^2=0}|3.3.e_l_u
{y^2=x^8+x^7+x^6+x^5+x^3+x^2+1}|3.3.e_l_v
{y^2=x^8+x^7+x^4+x^3+x^2+x+1,2*x^3*y+2*x^3*z+x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.e_l_w
{2*x^3*y+2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0}|3.3.e_l_x
{y^2=x^8+x^7+2*x^6+2*x^5+x^4+x^3+2*x^2+2*x+1}|3.3.e_l_y
{2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.e_m_x
{y^2=x^8+x^7+x^6+x^2+2*x+1}|3.3.e_m_y
{x^3*y+2*x^3*z+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.f_n_z
{2*x^3*y+2*x^3*z+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.f_o_bb
{x^3*y+2*x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.f_o_bc
{x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.f_p_bf
{x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.g_t_bo
